Timestamp,RED,IR,Ax,Ay,Az,Gx,Gy,Gz,Temperature
2021-01-01 02:36:01,1022,3177,0.0,0.51,-0.93,2,2,1,34.62
2021-01-01 02:36:31,1022,3178,-0.0,0.51,-0.93,3,2,1,34.67
2021-01-01 02:37:01,1023,3178,0.01,0.51,-0.92,2,3,1,34.62
2021-01-01 02:37:31,1026,3188,0.01,0.51,-0.93,2,2,2,34.72
2021-01-01 02:38:01,1027,3190,0.01,0.51,-0.94,2,3,1,34.62
2021-01-01 02:38:31,1027,3189,-0.0,0.52,-0.94,2,3,1,34.72
2021-01-01 02:39:01,1021,3176,0.01,0.52,-0.93,3,3,2,34.67
2021-01-01 02:39:31,1021,3179,0.01,0.52,-0.93,2,3,1,34.67
2021-01-01 02:40:01,1022,3179,0.0,0.5,-0.93,3,2,1,34.72
2021-01-01 02:40:31,1023,3183,0.01,0.51,-0.94,2,3,1,34.72
2021-01-01 02:41:01,1025,3187,0.0,0.51,-0.95,2,3,1,34.72
2021-01-01 02:41:31,1024,3188,0.0,0.51,-0.93,2,3,2,34.81
2021-01-01 02:42:01,1030,3196,0.0,0.51,-0.93,2,3,1,34.81
2021-01-01 02:42:31,1037,3208,0.0,0.51,-0.93,2,3,1,34.76
2021-01-01 02:43:01,1035,3206,-0.0,0.51,-0.94,2,2,1,34.72
2021-01-01 02:43:31,1034,3208,0.01,0.51,-0.93,3,2,1,34.76
2021-01-01 02:44:01,1032,3206,0.0,0.51,-0.94,2,3,2,34.76
2021-01-01 02:44:31,1034,3210,0.01,0.51,-0.92,2,2,2,34.81
2021-01-01 02:45:01,1038,3216,0.01,0.51,-0.93,3,3,2,34.81
2021-01-01 02:45:31,1040,3225,0.0,0.51,-0.94,2,2,1,34.86
2021-01-01 02:46:01,1043,3231,0.0,0.51,-0.93,2,2,1,34.91
2021-01-01 02:46:31,1039,3225,0.0,0.51,-0.93,3,3,1,34.81
2021-01-01 02:47:01,1044,3246,0.0,0.51,-0.94,2,3,1,34.86
2021-01-01 02:47:31,1042,3238,0.0,0.51,-0.94,3,3,2,34.86
2021-01-01 02:48:01,1042,3237,0.01,0.51,-0.94,3,3,1,34.86
2021-01-01 02:48:31,1043,3236,0.0,0.5,-0.92,2,2,1,34.86
2021-01-01 02:49:01,1044,3240,0.0,0.51,-0.93,2,2,1,34.86
2021-01-01 02:49:31,1042,3237,-0.01,0.5,-0.93,2,3,1,34.86
2021-01-01 02:50:01,1046,3245,-0.0,0.5,-0.94,2,2,1,34.91
2021-01-01 02:50:31,1044,3241,0.01,0.51,-0.93,3,3,2,34.86
2021-01-01 02:51:01,1044,3243,0.0,0.51,-0.93,3,3,2,34.91
2021-01-01 02:51:31,926,2995,0.04,0.73,-0.74,2,3,1,34.81
2021-01-01 02:52:01,926,3005,0.05,0.73,-0.75,3,2,1,34.72
2021-01-01 02:52:31,933,3029,0.06,0.74,-0.74,2,2,1,34.72
2021-01-01 02:53:01,936,3034,0.07,0.73,-0.74,4,3,2,34.72
2021-01-01 02:53:31,899,2713,0.04,0.74,-0.72,2,3,1,34.58
2021-01-01 02:54:01,893,2700,0.04,0.74,-0.72,3,3,2,34.62
2021-01-01 02:54:30,891,2696,0.03,0.74,-0.72,2,3,1,34.67
2021-01-01 02:55:01,880,2666,0.04,0.75,-0.73,3,3,1,34.62
2021-01-01 02:55:31,879,2665,0.04,0.74,-0.73,2,3,1,34.58
2021-01-01 02:56:01,878,2660,0.04,0.75,-0.72,2,3,1,34.67
2021-01-01 02:56:31,883,2681,0.04,0.74,-0.73,2,3,1,34.58
2021-01-01 02:57:01,876,2659,0.04,0.75,-0.73,2,3,1,34.62
2021-01-01 02:57:31,876,2669,0.04,0.74,-0.73,2,3,1,34.48
2021-01-01 02:58:01,876,2678,0.03,0.75,-0.72,3,3,1,34.53
2021-01-01 02:58:31,879,2691,0.03,0.75,-0.72,2,3,1,34.58
2021-01-01 02:59:01,868,2649,0.03,0.75,-0.72,2,2,1,34.58
2021-01-01 02:59:31,871,2665,0.03,0.74,-0.73,2,3,1,34.62
2021-01-01 03:00:01,866,2654,0.03,0.74,-0.72,3,3,1,34.53
2021-01-01 03:00:31,863,2644,0.04,0.74,-0.72,3,3,1,34.62
2021-01-01 03:01:01,860,2634,0.04,0.75,-0.72,3,3,1,34.62
2021-01-01 03:01:31,866,2660,0.03,0.75,-0.72,3,3,1,34.53
2021-01-01 03:02:01,827,2557,0.03,0.74,-0.74,2,3,1,34.53
2021-01-01 03:02:31,824,2541,0.03,0.75,-0.72,2,2,1,34.48
2021-01-01 03:03:01,825,2555,0.03,0.75,-0.72,2,3,1,34.72
2021-01-01 03:03:31,827,2560,0.03,0.76,-0.72,3,3,2,34.67
2021-01-01 03:04:01,828,2564,0.03,0.75,-0.72,3,3,1,34.67
2021-01-01 03:04:31,826,2554,0.03,0.75,-0.72,2,3,2,34.72
2021-01-01 03:05:01,828,2567,0.03,0.75,-0.72,2,3,1,34.67
2021-01-01 03:05:31,828,2570,0.03,0.75,-0.73,2,3,1,34.62
2021-01-01 03:06:01,824,2553,0.04,0.75,-0.72,3,3,1,34.62
2021-01-01 03:06:31,824,2549,0.04,0.75,-0.72,2,2,2,34.67
2021-01-01 03:07:01,827,2565,0.03,0.74,-0.73,2,3,1,34.67
2021-01-01 03:07:31,824,2555,0.03,0.74,-0.72,2,3,1,34.76
2021-01-01 03:08:01,829,2574,0.04,0.75,-0.72,3,3,1,34.76
2021-01-01 03:08:31,822,2547,0.03,0.76,-0.72,3,3,2,34.76
2021-01-01 03:09:01,823,2553,0.03,0.74,-0.72,3,3,1,34.72
2021-01-01 03:09:31,822,2548,0.03,0.75,-0.71,3,3,1,34.72
2021-01-01 03:10:01,828,2569,0.04,0.75,-0.73,2,2,1,34.67
2021-01-01 03:10:31,824,2559,0.03,0.74,-0.72,2,3,1,34.67
2021-01-01 03:11:01,823,2551,0.03,0.74,-0.73,3,3,1,34.72
2021-01-01 03:11:31,828,2574,0.04,0.75,-0.72,3,3,2,34.76
2021-01-01 03:12:01,827,2569,0.03,0.75,-0.72,2,3,1,34.67
2021-01-01 03:12:31,823,2558,0.03,0.75,-0.72,3,3,1,34.72
2021-01-01 03:13:01,823,2553,0.03,0.75,-0.72,3,3,1,34.72
2021-01-01 03:13:31,826,2569,0.04,0.74,-0.72,2,3,1,34.72
2021-01-01 03:14:01,822,2551,0.03,0.75,-0.72,3,3,1,34.76
2021-01-01 03:14:31,824,2556,0.03,0.75,-0.72,2,3,1,34.76
2021-01-01 03:15:01,822,2552,0.02,0.75,-0.72,3,2,2,34.81
2021-01-01 03:15:31,824,2561,0.03,0.75,-0.71,3,3,1,34.72
2021-01-01 03:16:01,824,2562,0.03,0.74,-0.72,3,3,1,34.81
2021-01-01 03:16:31,826,2563,0.03,0.75,-0.71,2,2,1,34.76
2021-01-01 03:17:01,820,2544,0.03,0.75,-0.72,3,3,1,34.81
2021-01-01 03:17:31,824,2568,0.03,0.75,-0.72,3,3,1,34.81
2021-01-01 03:18:01,820,2551,0.03,0.75,-0.72,3,2,1,34.72
2021-01-01 03:18:31,822,2555,0.03,0.75,-0.72,2,3,1,34.86
2021-01-01 03:19:01,818,2547,0.03,0.75,-0.72,2,2,1,34.76
2021-01-01 03:19:31,819,2547,0.03,0.75,-0.71,2,2,1,34.81
2021-01-01 03:20:01,824,2567,0.02,0.75,-0.7,3,3,1,34.67
2021-01-01 03:20:31,821,2555,0.02,0.75,-0.72,2,2,2,34.76
2021-01-01 03:21:01,821,2550,0.03,0.75,-0.72,3,3,2,34.81
2021-01-01 03:21:31,825,2572,0.03,0.75,-0.71,3,3,1,34.72
2021-01-01 03:22:01,819,2546,0.03,0.75,-0.72,3,2,1,34.81
2021-01-01 03:22:31,819,2545,0.03,0.75,-0.72,3,3,1,34.76
2021-01-01 03:23:01,823,2567,0.04,0.75,-0.72,3,3,1,34.76
2021-01-01 03:23:31,822,2562,0.03,0.75,-0.71,3,3,1,34.86
2021-01-01 03:24:01,819,2545,0.02,0.75,-0.72,3,2,1,34.72
2021-01-01 03:24:31,819,2548,0.03,0.74,-0.71,3,3,1,34.76
2021-01-01 03:25:01,823,2564,0.03,0.75,-0.72,3,3,1,34.86
2021-01-01 03:25:31,819,2551,0.03,0.75,-0.7,3,3,1,34.76
2021-01-01 03:26:01,820,2546,0.03,0.75,-0.72,3,3,1,34.76
2021-01-01 03:26:31,805,2500,0.03,0.76,-0.7,2,3,1,34.76
2021-01-01 03:27:01,809,2523,0.03,0.74,-0.72,2,3,1,34.76
2021-01-01 03:27:31,806,2510,0.03,0.75,-0.72,2,3,1,34.81
2021-01-01 03:28:01,810,2524,0.03,0.75,-0.72,3,3,1,34.91
2021-01-01 03:28:31,810,2522,0.03,0.75,-0.72,3,3,1,34.76
2021-01-01 03:29:01,810,2525,0.03,0.74,-0.71,2,3,1,34.81
2021-01-01 03:29:31,813,2532,0.03,0.75,-0.72,3,3,2,34.91
2021-01-01 03:30:01,808,2512,0.03,0.75,-0.71,2,3,1,34.86
2021-01-01 03:30:31,815,2538,0.03,0.75,-0.71,3,3,1,34.86
2021-01-01 03:31:01,813,2528,0.03,0.75,-0.71,3,3,1,34.81
2021-01-01 03:31:31,814,2535,0.03,0.75,-0.71,3,3,1,34.72
2021-01-01 03:32:01,815,2536,0.03,0.75,-0.71,2,3,1,34.86
2021-01-01 03:32:31,815,2535,0.04,0.75,-0.71,3,3,1,34.76
2021-01-01 03:33:01,817,2546,0.03,0.75,-0.71,2,3,1,34.76
2021-01-01 03:33:31,817,2547,0.03,0.75,-0.72,3,3,1,34.76
2021-01-01 03:34:01,814,2532,0.03,0.75,-0.72,3,2,1,34.76
2021-01-01 03:34:31,816,2542,0.03,0.75,-0.72,2,3,1,34.86
2021-01-01 03:35:01,815,2538,0.03,0.75,-0.72,2,3,1,34.86
2021-01-01 03:35:31,815,2532,0.03,0.75,-0.71,3,2,2,34.81
2021-01-01 03:36:01,814,2541,0.03,0.75,-0.72,2,3,1,34.81
2021-01-01 03:36:31,817,2545,0.04,0.75,-0.7,2,3,2,34.81
2021-01-01 03:37:01,818,2549,0.03,0.75,-0.72,2,3,1,34.81
2021-01-01 03:37:31,820,2557,0.04,0.75,-0.71,3,3,1,34.81
2021-01-01 03:38:01,814,2541,0.02,0.75,-0.71,2,3,1,34.86
2021-01-01 03:38:31,815,2542,0.04,0.75,-0.72,3,3,1,34.76
2021-01-01 03:39:01,817,2541,0.02,0.75,-0.72,2,3,1,34.86
2021-01-01 03:39:31,3823,7223,-0.52,0.78,-0.09,3,3,2,34.86
2021-01-01 03:40:01,4344,8030,-0.52,0.78,-0.09,2,2,1,35.09
2021-01-01 03:40:31,392,245,-0.17,0.67,-0.81,47,-43,39,34.11
2021-01-01 03:41:01,2006,1965,0.45,0.21,-1.0,2,3,1,33.59
2021-01-01 03:41:31,2076,2029,0.44,0.2,-1.02,3,3,1,33.31
2021-01-01 03:42:01,2086,2034,0.43,0.19,-1.01,3,3,1,33.07
2021-01-01 03:42:31,2169,2120,0.44,0.19,-1.01,2,3,1,32.93
2021-01-01 03:43:01,2197,2152,0.44,0.19,-1.01,3,3,1,32.84
2021-01-01 03:43:31,2213,2172,0.43,0.2,-1.01,3,2,1,32.69
2021-01-01 03:44:01,2222,2184,0.44,0.19,-1.02,3,3,1,32.51
2021-01-01 03:44:31,2226,2185,0.43,0.19,-1.02,3,3,1,32.36
2021-01-01 03:45:01,2238,2196,0.43,0.18,-1.02,2,3,1,32.41
2021-01-01 03:45:31,2239,2205,0.43,0.19,-1.01,3,3,1,32.27
2021-01-01 03:46:01,2211,2195,0.44,0.18,-1.02,3,3,1,32.32
2021-01-01 03:46:31,2217,2196,0.44,0.18,-1.01,2,3,1,32.22
2021-01-01 03:47:01,2235,2212,0.44,0.18,-1.01,2,3,1,32.13
2021-01-01 03:47:31,2219,2191,0.44,0.18,-1.02,3,3,1,32.08
2021-01-01 03:48:01,2237,2217,0.44,0.18,-1.01,2,3,1,32.08
2021-01-01 03:48:31,2227,2200,0.43,0.18,-1.02,3,3,1,32.08
2021-01-01 03:49:01,2235,2204,0.44,0.18,-1.03,3,2,1,32.08
2021-01-01 03:49:31,2232,2206,0.44,0.19,-1.01,2,3,1,32.13
2021-01-01 03:50:01,2227,2198,0.44,0.18,-1.01,3,3,1,31.94
2021-01-01 03:50:31,5832,9460,0.33,0.43,-0.95,3,2,2,32.04
