Timestamp,RED,IR,Ax,Ay,Az,Gx,Gy,Gz,Temperature
2024-11-12 00:04:45,11731,13093,-0.07,-0.06,0.91,0,3,1,27.66
2024-11-12 00:04:46,11723,13042,-0.04,-0.05,0.94,3,-2,2,27.61
2024-11-12 00:04:46,11639,12695,-0.06,-0.05,0.92,1,3,1,27.71
2024-11-12 00:04:46,10073,8627,-0.06,-0.06,0.93,6,6,2,27.85
2024-11-12 00:04:46,4395,3266,-0.07,-0.05,0.92,-13,4,-2,27.8
2024-11-12 00:04:47,4073,3053,-0.06,-0.05,0.93,9,-3,3,27.75
2024-11-12 00:04:47,7012,5777,-0.06,-0.06,0.92,8,2,2,27.75
2024-11-12 00:04:47,1171,935,-0.05,-0.07,0.92,3,6,2,27.71
2024-11-12 00:04:47,835,709,-0.05,-0.05,0.93,9,-6,3,27.8
2024-11-12 00:04:48,675,596,-0.06,-0.06,0.92,-3,6,0,27.75
2024-11-12 00:04:48,2012,1348,-0.06,-0.07,0.92,5,4,2,27.66
2024-11-12 00:04:48,891,703,-0.06,-0.07,0.92,4,6,1,27.71
2024-11-12 00:04:48,6840,6136,-0.07,-0.08,0.91,6,2,10,27.66
2024-11-12 00:04:49,9363,8663,-0.09,-0.06,0.9599999,35,-25,11,27.71
2024-11-12 00:04:49,5751,3946,-0.05,-0.06,0.91,-11,17,-2,27.71
2024-11-12 00:04:49,451,409,-0.05,-0.06,0.93,3,3,1,27.75
2024-11-12 00:04:49,388,367,-0.05,-0.07,0.92,0,7,1,27.75
2024-11-12 00:04:50,375,357,-0.06,-0.06,0.92,1,8,1,27.71
2024-11-12 00:04:50,907,678,0.0,-0.11,0.92,14,10,3,27.66
2024-11-12 00:04:50,721,604,0.13,-0.23,0.83,48,-29,20,27.71
2024-11-12 00:04:51,584,577,-0.01,-0.1,0.92,4,4,1,27.71
2024-11-12 00:04:51,321,1396,-0.01,-0.1,0.92,3,2,1,27.8
2024-11-12 00:04:51,321,1398,-0.03,-0.08,0.9,2,6,1,27.75
2024-11-12 00:04:51,332,1483,-0.01,-0.1,0.92,3,4,1,27.8
2024-11-12 00:04:52,332,1482,-0.01,-0.1,0.93,3,3,1,27.71
2024-11-12 00:04:52,333,1490,-0.01,-0.1,0.92,3,2,1,27.75
2024-11-12 00:04:52,336,1510,-0.02,-0.1,0.92,3,2,1,27.61
2024-11-12 00:04:52,336,1511,-0.01,-0.09,0.93,3,3,1,27.71
2024-11-12 00:04:53,336,1511,-0.01,-0.09,0.91,2,3,1,27.71
2024-11-12 00:04:53,336,1514,-0.01,-0.09,0.92,3,3,1,27.66
2024-11-12 00:04:53,336,1516,-0.01,-0.1,0.92,2,3,1,27.66
2024-11-12 00:04:53,336,1517,-0.01,-0.1,0.92,3,3,1,27.61
2024-11-12 00:04:54,336,1517,-0.01,-0.1,0.92,3,3,1,27.66
2024-11-12 00:04:54,336,1517,-0.01,-0.1,0.92,2,3,1,27.66
2024-11-12 00:04:54,338,1528,-0.01,-0.1,0.91,3,2,1,27.71
2024-11-12 00:04:54,338,1530,-0.0,-0.1,0.93,2,3,1,27.8
2024-11-12 00:04:55,338,1530,-0.01,-0.1,0.93,3,3,2,27.71
2024-11-12 00:04:55,338,1534,-0.01,-0.1,0.92,2,3,1,27.71
2024-11-12 00:04:55,338,1533,-0.01,-0.09,0.92,3,3,1,27.75
2024-11-12 00:04:56,338,1537,-0.01,-0.09,0.92,2,3,1,27.71
2024-11-12 00:04:56,339,1537,-0.01,-0.1,0.92,3,2,1,27.75
2024-11-12 00:04:56,339,1537,-0.01,-0.1,0.92,2,3,1,27.66
2024-11-12 00:04:56,338,1535,-0.02,-0.1,0.92,3,2,1,27.66
2024-11-12 00:04:57,338,1536,-0.01,-0.1,0.93,3,2,1,27.66
2024-11-12 00:04:57,338,1536,-0.01,-0.1,0.93,3,3,1,27.71
Timestamp,RED,IR,Ax,Ay,Az,Gx,Gy,Gz,Temperature
